2018-05-14 17:36:48.245845;16036;42968;49864;0;49864;0;17096;0;17096;0;1;1;1055;4;2;500;15395;55050;0;0;88;0;49864;0;49864;0;17096;0;17096;0;1;1;1056;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;1;1;1057;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;
2018-05-14 17:36:49.779023;15938;25334;49864;0;49864;0;17096;0;17096;0;1;1;1055;4;2;500;15395;55050;0;0;88;0;49864;0;49864;0;17096;0;17096;0;1;1;1056;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;1;1;1057;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;
2018-05-14 17:36:51.311033;15909;48905;49864;0;49864;0;17096;0;17096;0;1;1;1055;4;2;500;15395;55050;0;0;88;0;49864;0;49864;0;17096;0;17096;0;1;1;1056;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;1;1;1057;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;
2018-05-14 17:36:52.844457;15877;19975;49864;0;49864;0;17096;0;17096;0;1;1;1055;4;2;500;15395;55050;0;0;88;0;49864;0;49864;0;17096;0;17096;0;1;1;1056;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;1;1;1057;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;
2018-05-14 17:36:54.380268;15910;12361;49864;0;49864;0;17096;0;17096;0;1;1;1055;4;2;500;15395;55050;0;0;88;0;49864;0;49864;0;17096;0;17096;0;1;1;1056;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;1;1;1057;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;
2018-05-14 17:36:55.913511;15975;10182;49864;0;49864;0;17096;0;17096;0;1;1;1055;4;2;500;15395;55050;0;0;88;0;49864;0;49864;0;17096;0;17096;0;1;1;1056;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;1;1;1057;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;
2018-05-14 17:36:57.445554;16027;26800;49864;0;49864;0;17096;0;17096;0;1;1;1055;4;2;500;15395;55050;0;0;88;0;49864;0;49864;0;17096;0;17096;0;1;1;1056;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;1;1;1057;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;
2018-05-14 17:36:58.978872;16096;29444;49864;0;49864;0;17096;0;17096;0;1;1;1055;4;2;500;15395;55050;0;0;88;0;49864;0;49864;0;17096;0;17096;0;1;1;1056;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;1;1;1057;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;
2018-05-14 17:37:00.510919;16142;45067;49864;0;49864;0;17096;0;17096;0;1;1;1055;4;2;500;15395;55050;0;0;88;0;49864;0;49864;0;17096;0;17096;0;1;1;1056;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;1;1;1057;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;
2018-05-14 17:37:02.043012;16148;13349;49864;0;49864;0;17096;0;17096;0;1;1;1055;4;2;500;15395;55050;0;0;88;0;49864;0;49864;0;17096;0;17096;0;1;1;1056;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;1;1;1057;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;
2018-05-14 17:37:03.576367;16151;24372;49864;0;49864;0;17096;0;17096;0;1;1;1055;4;2;500;15395;55050;0;0;88;0;49864;0;49864;0;17096;0;17096;0;1;1;1056;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;1;1;1057;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;
2018-05-14 17:37:05.113356;16135;12886;49864;0;49864;0;17096;0;17096;0;1;1;1055;4;2;500;15395;55050;0;0;88;0;49864;0;49864;0;17096;0;17096;0;1;1;1056;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;1;1;1057;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;
2018-05-14 17:37:06.646683;16140;38914;49864;0;49864;0;17096;0;17096;0;1;1;1055;4;2;500;15395;55050;0;0;88;0;49864;0;49864;0;17096;0;17096;0;1;1;1056;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;1;1;1057;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;
2018-05-14 17:37:08.179995;16225;32921;49864;0;49864;0;17096;0;17096;0;1;1;1055;4;2;500;15395;55050;0;0;88;0;49864;0;49864;0;17096;0;17096;0;1;1;1056;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;1;1;1057;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;
2018-05-14 17:37:09.712022;16215;29510;49864;0;49864;0;17096;0;17096;0;1;1;1055;4;2;500;15395;55050;0;0;88;0;49864;0;49864;0;17096;0;17096;0;1;1;1056;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;1;1;1057;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;
2018-05-14 17:37:11.247877;16183;23215;49864;0;49864;0;17096;0;17096;0;1;1;1055;4;2;500;15395;55050;0;0;88;0;49864;0;49864;0;17096;0;17096;0;1;1;1056;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;1;1;1057;4;2;500;15395;55050;0;0;1;0;49864;0;49864;0;17096;0;17096;0;
