2018-05-14 17:36:48.058985;15779;19318;49864;0;49864;0;17096;0;17096;0;1;1;1021;4;4;500;16256;0;0;0;15693;27904;49864;0;49864;0;17096;0;17096;0;1;1;1039;4;4;500;16256;0;0;0;15648;62386;49864;0;49864;0;17096;0;17096;0;1;1;1009;4;4;500;16256;0;0;0;16093;51545;49864;0;49864;0;17096;0;17096;0;1;1;1027;4;4;500;15395;55050;0;0;15282;6758;49864;0;49864;0;17096;0;17096;0;1;1;1045;4;4;500;16256;0;0;0;
2018-05-14 17:36:49.593441;15663;10659;49864;0;49864;0;17096;0;17096;0;1;1;1021;4;4;500;16256;0;0;0;15635;15701;49864;0;49864;0;17096;0;17096;0;1;1;1039;4;4;500;16256;0;0;0;15595;58108;49864;0;49864;0;17096;0;17096;0;1;1;1009;4;4;500;16256;0;0;0;15968;64362;49864;0;49864;0;17096;0;17096;0;1;1;1027;4;4;500;15395;55050;0;0;15248;46707;49864;0;49864;0;17096;0;17096;0;1;1;1045;4;4;500;16256;0;0;0;
2018-05-14 17:36:51.125583;15637;14219;49864;0;49864;0;17096;0;17096;0;1;1;1021;4;4;500;16256;0;0;0;15610;12299;49864;0;49864;0;17096;0;17096;0;1;1;1039;4;4;500;16256;0;0;0;15576;65120;49864;0;49864;0;17096;0;17096;0;1;1;1009;4;4;500;16256;0;0;0;15853;40588;49864;0;49864;0;17096;0;17096;0;1;1;1027;4;4;500;15395;55050;0;0;15133;44868;49864;0;49864;0;17096;0;17096;0;1;1;1045;4;4;500;16256;0;0;0;
2018-05-14 17:36:52.657609;15634;51905;49864;0;49864;0;17096;0;17096;0;1;1;1021;4;4;500;16256;0;0;0;15603;58277;49864;0;49864;0;17096;0;17096;0;1;1;1039;4;4;500;16256;0;0;0;15572;11395;49864;0;49864;0;17096;0;17096;0;1;1;1009;4;4;500;16256;0;0;0;15866;60762;49864;0;49864;0;17096;0;17096;0;1;1;1027;4;4;500;15395;55050;0;0;15069;49756;49864;0;49864;0;17096;0;17096;0;1;1;1045;4;4;500;16256;0;0;0;
2018-05-14 17:36:54.193394;15664;30115;49864;0;49864;0;17096;0;17096;0;1;1;1021;4;4;500;16256;0;0;0;15616;46892;49864;0;49864;0;17096;0;17096;0;1;1;1039;4;4;500;16256;0;0;0;15588;28712;49864;0;49864;0;17096;0;17096;0;1;1;1009;4;4;500;16256;0;0;0;15918;38928;49864;0;49864;0;17096;0;17096;0;1;1;1027;4;4;500;15395;55050;0;0;15086;38638;49864;0;49864;0;17096;0;17096;0;1;1;1045;4;4;500;16256;0;0;0;
2018-05-14 17:36:55.727258;15721;34728;49864;0;49864;0;17096;0;17096;0;1;1;1021;4;4;500;16256;0;0;0;15628;23504;49864;0;49864;0;17096;0;17096;0;1;1;1039;4;4;500;16256;0;0;0;15637;40673;49864;0;49864;0;17096;0;17096;0;1;1;1009;4;4;500;16256;0;0;0;15959;2307;49864;0;49864;0;17096;0;17096;0;1;1;1027;4;4;500;15395;55050;0;0;15120;32914;49864;0;49864;0;17096;0;17096;0;1;1;1045;4;4;500;16256;0;0;0;
2018-05-14 17:36:57.259958;15759;38330;49864;0;49864;0;17096;0;17096;0;1;1;1021;4;4;500;16256;0;0;0;15668;52571;49864;0;49864;0;17096;0;17096;0;1;1;1039;4;4;500;16256;0;0;0;15648;49062;49864;0;49864;0;17096;0;17096;0;1;1;1009;4;4;500;16256;0;0;0;15998;55284;49864;0;49864;0;17096;0;17096;0;1;1;1027;4;4;500;15395;55050;0;0;15176;21944;49864;0;49864;0;17096;0;17096;0;1;1;1045;4;4;500;16256;0;0;0;
2018-05-14 17:36:58.793310;15762;6620;49864;0;49864;0;17096;0;17096;0;1;1;1021;4;4;500;16256;0;0;0;15674;35108;49864;0;49864;0;17096;0;17096;0;1;1;1039;4;4;500;16256;0;0;0;15655;7341;49864;0;49864;0;17096;0;17096;0;1;1;1009;4;4;500;16256;0;0;0;16029;51639;49864;0;49864;0;17096;0;17096;0;1;1;1027;4;4;500;15395;55050;0;0;15207;11988;49864;0;49864;0;17096;0;17096;0;1;1;1045;4;4;500;16256;0;0;0;
2018-05-14 17:37:00.325343;15787;34654;49864;0;49864;0;17096;0;17096;0;1;1;1021;4;4;500;16256;0;0;0;15687;7082;49864;0;49864;0;17096;0;17096;0;1;1;1039;4;4;500;16256;0;0;0;15675;4765;49864;0;49864;0;17096;0;17096;0;1;1;1009;4;4;500;16256;0;0;0;16054;29986;49864;0;49864;0;17096;0;17096;0;1;1;1027;4;4;500;15395;55050;0;0;15296;4425;49864;0;49864;0;17096;0;17096;0;1;1;1045;4;4;500;16256;0;0;0;
2018-05-14 17:37:01.857520;15811;32175;49864;0;49864;0;17096;0;17096;0;1;1;1021;4;4;500;16256;0;0;0;15718;57314;49864;0;49864;0;17096;0;17096;0;1;1;1039;4;4;500;16256;0;0;0;15683;26089;49864;0;49864;0;17096;0;17096;0;1;1;1009;4;4;500;16256;0;0;0;16072;18738;49864;0;49864;0;17096;0;17096;0;1;1;1027;4;4;500;15395;55050;0;0;15321;38988;49864;0;49864;0;17096;0;17096;0;1;1;1045;4;4;500;16256;0;0;0;
